generation;mean_p;mean_t;meanfrs;meanmrs;varp;vart;covpt;varfrs;varmrs;surviving_males;surviving_females;N;
10430;-0.026162;-0.305753;9.88372;9.83639;0.0450725;0.00747613;0.000176832;1.14927;98.1775;2476;2465;5000;
10440;-0.024463;-0.303712;9.85726;10.0323;0.044164;0.0069997;-0.000169092;1.40706;105.326;2458;2486;5000;
10450;-0.0201783;-0.311106;9.92549;10.3306;0.0479768;0.00705783;0.000827221;0.739546;104.748;2417;2531;5000;
10460;-0.0159367;-0.309437;10;10.1244;0.0452843;0.00724564;0.000673767;0;109.057;2431;2522;5000;
10470;-0.0177573;-0.307868;9.7126;9.96748;0.0457548;0.00765753;0.000355557;2.79142;97.3973;2474;2467;5000;
10480;-0.00920619;-0.303667;10;9.78824;0.0493819;0.00668215;0.000216612;0;99.563;2453;2496;5000;
10490;-0.0119984;-0.307815;9.97181;9.83711;0.0489365;0.0063117;0.000244212;0.281122;101.165;2466;2476;5000;
10500;0.00994203;-0.305465;10;9.64314;0.0525062;0.00672567;0.000276049;0;101.951;2496;2459;5000;
10510;-0.00673114;-0.304341;9.88353;9.80478;0.0530202;0.00733629;-0.000449903;1.15109;97.2926;2497;2461;5000;
10520;-0.000372234;-0.307078;10;9.57455;0.0513704;0.00753781;7.05261e-05;0;96.4232;2490;2453;5000;
10530;-0.00730627;-0.2933;10;9.74753;0.0536699;0.00787381;0.000580713;0;103.132;2477;2471;5000;
10540;-0.0184507;-0.293869;10;10.1364;0.0538596;0.00822407;-0.000581634;0;104.636;2425;2526;5000;
10550;-0.0260868;-0.292605;10;9.83972;0.0553342;0.00879202;-0.000157101;0;98.1369;2432;2517;5000;
10560;-0.0299775;-0.296944;10;10.124;0.0548732;0.00803084;0.000667133;0;105.507;2420;2530;5000;
10570;-0.0257313;-0.287804;9.93661;10.1292;0.0527811;0.00800652;-4.15475e-05;0.629896;107.011;2449;2508;5000;
10580;-0.0392524;-0.293022;9.8536;9.53562;0.0567842;0.00848614;2.16105e-05;1.44258;97.0689;2531;2423;5000;
10590;-0.0465072;-0.293335;9.87044;10.2487;0.0563922;0.00798707;2.56223e-05;1.27886;99.0413;2433;2514;5000;
10600;-0.0406326;-0.299062;9.96834;10.186;0.0554505;0.0083765;-0.000106166;0.315579;107.608;2427;2519;5000;
10610;-0.0357048;-0.302234;9.90115;10.1335;0.060751;0.00811854;-0.000697835;0.978761;106.862;2445;2504;5000;
10620;-0.0249328;-0.295701;9.73207;9.98375;0.0570681;0.00793226;-0.00026349;2.60749;102.762;2472;2470;5000;
10630;-0.0269373;-0.298133;9.91147;9.79324;0.0561858;0.0078893;-4.43075e-05;0.877474;99.0427;2488;2463;5000;
10640;-0.0472704;-0.306609;10;10.004;0.0544888;0.00907124;0.000280761;0;100.159;2444;2516;5000;
10650;-0.0661412;-0.309513;9.87372;10.146;0.0551577;0.00905;0.000145962;1.24688;99.411;2454;2502;5000;
10660;-0.0569703;-0.318271;10;9.8974;0.055172;0.0100029;0.00082134;0;100.147;2446;2508;5000;
10670;-0.0633177;-0.314009;9.86196;9.5743;0.0527869;0.00986564;0.000735877;1.36137;91.423;2519;2429;5000;
10680;-0.0608663;-0.320757;10;10.2516;0.056023;0.0101743;0.00113812;0;105.408;2372;2567;5000;
10690;-0.0811751;-0.323062;9.98779;9.6423;0.0545636;0.0107327;0.000448678;0.122001;93.7793;2479;2453;5000;
10700;-0.0968505;-0.322084;9.82449;9.87966;0.0496473;0.0107335;-0.000269963;1.72428;99.1432;2479;2463;5000;
10710;-0.0943334;-0.326017;9.917;10.1579;0.0480592;0.011924;-7.49182e-05;0.82315;103.983;2418;2509;5000;
10720;-0.0810859;-0.328625;10;9.53722;0.0474262;0.0125382;0.000716439;0;98.5903;2464;2473;5000;
10730;-0.105767;-0.334093;9.8929;10.0605;0.0471528;0.011803;0.000278843;1.05953;103.546;2450;2494;5000;
10740;-0.10402;-0.351188;9.83373;10.0404;0.0516758;0.0128592;0.000736884;1.63506;97.4923;2450;2484;5000;
10750;-0.101597;-0.353369;9.86355;10.3901;0.0513922;0.0141996;0.000613554;1.3459;103.462;2402;2530;5000;
10760;-0.0995267;-0.361929;10;10.1084;0.0553097;0.0143688;0.000865508;0;101.073;2413;2517;5000;
10770;-0.0950816;-0.367122;9.95992;9.92016;0.052698;0.0133696;-0.0002304;0.399195;104.904;2446;2485;5000;
10780;-0.0995103;-0.372584;9.87928;9.76143;0.0564085;0.0135582;0.00117212;1.19267;99.9033;2451;2455;5000;
10790;-0.097921;-0.370995;10;10.0963;0.0550612;0.0132777;0.000505422;0;106.893;2401;2516;5000;
10800;-0.106717;-0.376086;9.9799;9.88455;0.0524544;0.0113624;0.000139529;0.200561;97.7176;2446;2483;5000;
10810;-0.105565;-0.380859;10;10.0078;0.0560913;0.010628;0.000917716;0;111.934;2354;2566;5000;
10820;-0.0743717;-0.384226;10;9.8159;0.0526706;0.0105018;0.00032528;0;99.5744;2426;2506;5000;
10830;-0.0575915;-0.378149;10;10.2519;0.05274;0.010702;0.000245838;0;116.111;2318;2605;5000;
10840;-0.0694716;-0.370698;9.88349;9.79689;0.0546084;0.0111342;-0.000231789;1.15155;99.003;2466;2460;5000;
10850;-0.0936517;-0.371486;9.7187;9.90711;0.0542919;0.0112125;0.000391684;2.73387;100.355;2462;2453;5000;
10860;-0.0850917;-0.371275;10;9.66472;0.0575751;0.0112521;0.000421547;0;108.426;2444;2479;5000;
10870;-0.0602407;-0.366122;9.77682;10.2085;0.0557854;0.0118104;0.00164571;2.18198;103.023;2423;2497;5000;
10880;-0.0615605;-0.371517;9.94442;10.0967;0.0585575;0.0122222;0.000176577;0.552687;97.2901;2415;2505;5000;
10890;-0.0803356;-0.374884;9.92549;10.3306;0.0586026;0.0129069;-0.000248444;0.739546;110.054;2397;2531;5000;
10900;-0.0644938;-0.379044;10;10.0278;0.0642397;0.0140384;9.99972e-05;0;107.04;2412;2521;5000;
10910;-0.057397;-0.375108;10;9.96436;0.062753;0.0128331;0.000399547;0;96.9096;2415;2516;5000;
10920;-0.0512524;-0.372644;10;9.87292;0.0602384;0.0124349;0.000417266;0;102.526;2433;2486;5000;
10930;-0.046621;-0.366161;9.84165;10.0485;0.0605107;0.0124009;-0.000346453;1.55846;97.8149;2450;2486;5000;
10940;-0.0259289;-0.368607;10;10.35;0.0535988;0.0124957;0.000487862;0;109.733;2366;2573;5000;
10950;-0.0200592;-0.368316;10;9.60172;0.0536225;0.0124692;0.000249321;0;99.4119;2459;2459;5000;
10960;-0.0395261;-0.367795;10;9.98817;0.0578526;0.0120744;0.000927692;0;104.535;2402;2533;5000;
10970;-0.0470369;-0.371202;9.84921;10.0081;0.0554817;0.0116292;-0.000113943;1.4852;99.4354;2454;2482;5000;
10980;-0.0271201;-0.373489;10;10.327;0.0590588;0.0123947;0.000446413;0;110.47;2367;2558;5000;
10990;-0.00594465;-0.371486;10;9.7712;0.0576145;0.0128367;0.000782951;0;104.326;2437;2477;5000;
11000;-0.00543524;-0.374078;9.94;9.94;0.057423;0.0133207;0.00105791;0.5964;98.1964;2427;2485;5000;
11010;-0.0252162;-0.355371;10;10.0474;0.0582209;0.0140303;0.000502457;0;109.864;2388;2546;5000;
11020;-0.0619055;-0.361633;10;10.3251;0.0563677;0.0140596;0.000209799;0;109.525;2395;2541;5000;
11030;-0.0676907;-0.352743;10;10.237;0.055685;0.013834;5.77854e-05;0;105.408;2380;2548;5000;
11040;-0.0470858;-0.345275;9.90056;10.0121;0.0543348;0.0139475;0.000103525;0.984542;100.523;2448;2489;5000;
11050;-0.0546492;-0.34495;9.7605;10.1305;0.0522663;0.0150028;0.000608161;2.33762;100.513;2455;2486;5000;
11060;-0.0596426;-0.347447;10;10.1519;0.048644;0.015887;0.000691083;0;106.974;2393;2539;5000;
11070;-0.0722077;-0.346247;9.83689;10.4454;0.052785;0.0145759;-0.00063008;1.60446;106.028;2403;2533;5000;
11080;-0.0733599;-0.355613;10;10.0158;0.0514633;0.0149411;0.000478724;0;107.796;2388;2531;5000;
11090;-0.0947656;-0.354373;9.97151;9.63429;0.0504337;0.0148706;-0.000260299;0.284089;92.0015;2480;2450;5000;
11100;-0.0921957;-0.366206;9.67444;9.58201;0.0495029;0.014295;1.87297e-05;3.14964;97.2377;2511;2407;5000;
11110;-0.0929435;-0.375112;10;9.79898;0.0505061;0.0139691;0.000687884;0;98.2253;2437;2486;5000;
11120;-0.0764532;-0.37592;10;9.78919;0.0574944;0.0153664;0.000611226;0;104.938;2375;2554;5000;
11130;-0.0861599;-0.374443;9.66977;10.202;0.0587057;0.0149156;0.000164754;3.1932;101.072;2439;2489;5000;
11140;-0.0714139;-0.377219;10;10.208;0.0618471;0.0165405;0.000175044;0;109.317;2377;2552;5000;
11150;-0.064223;-0.373539;9.84505;9.97986;0.0616501;0.016802;0.000503597;1.52546;99.5163;2446;2478;5000;
11160;-0.0657788;-0.388506;9.95708;10.4719;0.0632704;0.0167029;0.00121104;0.427343;105.44;2375;2552;5000;
11170;-0.0672606;-0.394465;9.75177;10.0528;0.0620598;0.0157342;-0.000373774;2.42065;102.8;2417;2475;5000;
11180;-0.0688484;-0.393923;9.92295;9.65667;0.0601521;0.0160091;-0.000742887;0.764542;100.395;2462;2447;5000;
11190;-0.0702391;-0.379805;9.63572;10.049;0.0609825;0.0147809;0.000326693;3.51008;98.649;2451;2460;5000;
11200;-0.0619136;-0.379667;9.97612;10.0804;0.0604531;0.0136632;0.001002;0.238188;102.205;2407;2507;5000;
11210;-0.0556787;-0.374088;9.87092;9.70647;0.0629819;0.0118383;-0.000421818;1.27418;102.81;2478;2447;5000;
11220;-0.0676106;-0.370196;10;10.044;0.0652095;0.0111016;0.000758996;0;107.675;2414;2512;5000;
11230;-0.0589674;-0.361352;10;9.89658;0.0646673;0.0110192;0.00043737;0;101.421;2444;2488;5000;
11240;-0.071588;-0.367265;10;9.59112;0.0623788;0.0114657;0.000926742;0;98.7035;2465;2463;5000;
11250;-0.0671583;-0.376949;10;9.99211;0.0690439;0.0120242;0.00069491;0;106.072;2415;2534;5000;
11260;-0.0750301;-0.388652;10;10.1813;0.0681178;0.0108421;0.000556861;0;102.425;2403;2527;5000;
11270;-0.065885;-0.391192;10;10.3019;0.0651832;0.0112937;0.000250385;0;105.183;2354;2559;5000;
11280;-0.0653879;-0.383892;9.92765;9.8328;0.0655377;0.0102514;0.00053437;0.718239;98.7778;2456;2470;5000;
11290;-0.0366264;-0.385849;10;10.161;0.067453;0.0110199;0.000155656;0;108.143;2391;2525;5000;
11300;-0.00885747;-0.373036;9.93281;10.1741;0.0682674;0.0104128;-0.000191539;0.667422;104.302;2417;2513;5000;
11310;-0.00957606;-0.373811;10;10;0.0620143;0.0100319;-6.15231e-05;0;103.456;2421;2517;5000;
11320;0.00212027;-0.370625;10;10.004;0.0608162;0.0101507;-5.12281e-05;0;105.628;2418;2524;5000;
11330;0.00629525;-0.367764;9.54225;9.70949;0.0594153;0.0105219;0.000411259;4.36793;94.31;2498;2439;5000;
11340;0.00714482;-0.362891;9.36636;9.90401;0.0596185;0.0103716;6.48387e-05;5.93491;97.4449;2478;2439;5000;
11350;0.00826882;-0.364248;9.95987;9.89633;0.0666381;0.0102474;0.000161325;0.399674;102.302;2433;2482;5000;
11360;0.031444;-0.362864;10;9.7501;0.0701978;0.00994178;-0.000171202;0;100.211;2440;2497;5000;
11370;0.0247476;-0.3719;10;9.8256;0.0658194;0.0106096;0.00120134;0;101.515;2446;2479;5000;
11380;0.0342065;-0.357865;10;10.1262;0.0618076;0.0105782;0.000672146;0;112.602;2363;2568;5000;
11390;0.0416493;-0.352377;9.75697;9.83534;0.0636222;0.0110851;0.000152046;2.37122;97.6837;2490;2449;5000;
11400;0.0471652;-0.35043;10;9.92433;0.0658181;0.0107284;-0.000103467;0;103.738;2448;2492;5000;
11410;0.0551164;-0.349401;9.66732;10.0082;0.0690496;0.011472;0.000338694;3.21613;100.368;2463;2470;5000;
11420;0.0724094;-0.337957;10;10.0883;0.0641549;0.0110508;0.0012007;0;103.726;2420;2513;5000;
11430;0.0644917;-0.333301;10;10.0594;0.0755141;0.0101355;0.000401623;0;106.845;2397;2541;5000;
11440;0.0673739;-0.332397;9.9881;10.1492;0.0746772;0.0109101;0.000396401;0.118906;99.9374;2415;2517;5000;
11450;0.076811;-0.324313;9.8749;9.70262;0.0727055;0.0110206;-0.000407335;1.23536;102.965;2490;2447;5000;
11460;0.10233;-0.306811;9.7501;9.89109;0.067243;0.0107299;0.000587632;2.43656;97.4065;2485;2458;5000;
11470;0.127869;-0.307406;9.84782;9.82421;0.0725564;0.0106136;-0.000313837;1.49867;95.6143;2470;2459;5000;
11480;0.14064;-0.304114;10;10.087;0.0712103;0.0108846;-4.15749e-05;0;106.638;2384;2550;5000;
11490;0.15437;-0.292726;10;10.1234;0.0731439;0.0107471;0.000431624;0;102.174;2401;2543;5000;
11500;0.165171;-0.279787;10;10.2334;0.072692;0.00963705;-0.000344871;0;113.426;2402;2543;5000;
11510;0.163706;-0.275043;10;10.1938;0.0767716;0.010313;0.000891108;0;100.568;2439;2525;5000;
11520;0.163751;-0.267435;9.90977;10.306;0.0749568;0.00999531;0.000535402;0.894173;104.068;2429;2526;5000;
11530;0.165674;-0.247551;9.98799;9.97202;0.068385;0.00833397;-5.04541e-05;0.119952;97.2414;2462;2495;5000;
11540;0.146273;-0.246728;9.82574;10.0162;0.068531;0.00981305;0.000523549;1.71221;99.4745;2479;2481;5000;
11550;0.150871;-0.245337;10;9.72061;0.0698847;0.00872425;-8.96581e-05;0;100.892;2466;2505;5000;
11560;0.142258;-0.239554;9.96411;10.0281;0.0719218;0.00860848;0.000425561;0.357564;105.096;2463;2499;5000;
11570;0.114519;-0.242981;9.996;10.004;0.0706932;0.00869488;-0.000530526;0.039968;96.2385;2464;2500;5000;
11580;0.100424;-0.23858;9.75187;9.93092;0.0684427;0.00826719;0.000442582;2.41972;99.2638;2488;2476;5000;
11590;0.112873;-0.227343;10;9.94045;0.0636932;0.00744682;0.000783504;0;103.966;2471;2504;5000;
11600;0.0934838;-0.223552;10;9.93653;0.0575468;0.00762926;0.000463692;0;100.988;2467;2505;5000;
11610;0.0774988;-0.218257;9.85816;10.1178;0.0572349;0.00742314;-0.000155341;1.39832;100.514;2473;2502;5000;
11620;0.100596;-0.213751;9.79929;10.0203;0.0573465;0.00675511;1.16019e-05;1.9668;97.4782;2488;2490;5000;
11630;0.0975284;-0.213577;9.93658;10.1211;0.0595152;0.00628036;-0.000142594;0.630144;103.175;2462;2507;5000;
11640;0.0860658;-0.212918;10;10.1614;0.0547;0.00565676;-2.59341e-05;0;103.28;2393;2582;5000;
11650;0.0933925;-0.212827;10;10.2534;0.05274;0.00514946;0.000804038;0;108.423;2416;2549;5000;
11660;0.0945249;-0.211456;10;9.96416;0.0534335;0.00503572;7.32655e-05;0;99.6801;2471;2502;5000;
11670;0.0854671;-0.21211;9.90891;10.1091;0.05981;0.00459702;0.00036003;0.902594;97.9679;2467;2502;5000;
11680;0.074722;-0.208782;10;10.1778;0.0634203;0.00470966;0.000407507;0;107.001;2404;2576;5000;
11690;0.077396;-0.21135;10;10.1692;0.0622971;0.00491788;1.97127e-05;0;99.5284;2447;2525;5000;
11700;0.0771791;-0.210353;9.64485;9.53087;0.0620326;0.00528378;-0.000648963;3.42535;96.6123;2561;2417;5000;
11710;0.0455872;-0.211901;10;9.84183;0.0649864;0.00564097;0.000339717;0;96.7721;2494;2489;5000;
11720;0.0343445;-0.219911;9.64752;9.6;0.0635112;0.00565041;3.39534e-05;3.40051;93.941;2536;2436;5000;
11730;0.0337751;-0.223462;10;10.1563;0.0644079;0.00577463;0.000162664;0;99.7351;2440;2534;5000;
11740;0.0625909;-0.216137;9.82079;9.8634;0.0647763;0.00552073;0.000149411;1.76;98.7359;2505;2466;5000;
11750;0.0674466;-0.210151;9.94007;9.96396;0.0644567;0.00555361;0.000196525;0.595689;97.9963;2484;2488;5000;
11760;0.0451869;-0.208744;10;9.90181;0.0647505;0.00477498;0.000270467;0;100.187;2454;2521;5000;
11770;0.0502471;-0.211684;9.81854;9.95132;0.0628504;0.00447126;0.00029389;1.78167;99.3891;2492;2489;5000;
11780;0.0690819;-0.210089;9.56368;9.5684;0.0612214;0.00429174;4.62579e-05;4.17283;99.8137;2537;2433;5000;
11790;0.0446684;-0.216047;9.89695;10.0807;0.0599844;0.00450389;0.000249661;1.0199;102.133;2474;2497;5000;
11800;0.0349509;-0.217648;9.68651;9.60887;0.0597219;0.00520882;-0.000455637;3.03664;90.6938;2538;2441;5000;
11810;0.0229101;-0.217538;9.63664;10.0166;0.0630555;0.00547931;-0.000136165;3.50153;94.9023;2473;2493;5000;
11820;0.0273922;-0.224965;10;9.86894;0.0636226;0.00593001;0.000305535;0;100.023;2484;2485;5000;
11830;0.037829;-0.237209;9.80167;9.85075;0.0609072;0.00598086;0.000120533;1.944;94.7337;2507;2471;5000;
11840;0.0304621;-0.238249;9.81797;9.95552;0.0610963;0.00612975;-2.02025e-05;1.7872;97.3292;2489;2481;5000;
11850;0.0310399;-0.239284;10;9.70703;0.0576076;0.00672588;-0.00033093;0;98.4689;2473;2485;5000;
11860;0.0251728;-0.241992;9.88528;10.1092;0.0575585;0.00748824;0.000365832;1.13399;101.97;2465;2499;5000;
11870;0.0163351;-0.240507;9.97224;10.1493;0.056556;0.00800641;0.000114331;0.276787;103.085;2449;2515;5000;
11880;0.0295316;-0.238908;10;10.0436;0.0582895;0.00779098;0.00106093;0;103.841;2422;2535;5000;
11890;0.0392541;-0.229302;10;9.99608;0.0565919;0.00688803;0.000117891;0;105.063;2427;2547;5000;
11900;0.0503715;-0.225825;10;10.3605;0.0556372;0.00697783;0.000488693;0;109.51;2409;2558;5000;
11910;0.0553468;-0.220903;10;9.95215;0.0559392;0.00713276;0.000728034;0;97.6054;2469;2496;5000;
11920;0.0455057;-0.229814;9.60234;9.78645;0.0609902;0.00705258;0.000588858;3.81847;98.6813;2512;2463;5000;
11930;0.0506626;-0.232705;10;9.91277;0.0551284;0.00709326;-0.000928909;0;99.7545;2463;2500;5000;
11940;0.0439029;-0.227286;10;10.2036;0.0530545;0.0072098;-0.000348779;0;100.278;2413;2556;5000;
11950;0.0317541;-0.227775;9.88269;9.65981;0.0543054;0.00661825;0.000648779;1.15938;99.4096;2529;2443;5000;
11960;0.0571151;-0.22816;10;9.96441;0.0569648;0.00707416;0.000712288;0;102.529;2457;2520;5000;
11970;0.0573043;-0.224638;9.56723;9.89221;0.0526155;0.00661863;0.000240569;4.14038;96.5058;2498;2476;5000;
11980;0.0620974;-0.22358;10;9.95223;0.052346;0.00693986;0.000371478;0;100.157;2480;2500;5000;
11990;0.0483387;-0.225761;10;9.83865;0.0502464;0.00655279;0.000938059;0;106.428;2475;2500;5000;
12000;0.034541;-0.223806;9.84183;10.0728;0.0504181;0.00682288;-8.22975e-05;1.55664;102.949;2473;2489;5000;
12010;0.0360991;-0.22834;9.63851;9.75967;0.0474728;0.00716234;-0.000364297;3.48425;101.164;2510;2453;5000;
12020;0.0244053;-0.228538;9.77345;9.83897;0.0505534;0.00747985;0.000528496;2.21418;99.7325;2503;2459;5000;
12030;-0.00105279;-0.231641;9.92022;9.97593;0.0476394;0.00772122;1.85471e-06;0.791402;100.2;2479;2487;5000;
12040;0.00892291;-0.232421;10;10.3441;0.0486782;0.00795292;-0.000152169;0;107.925;2389;2585;5000;
12050;0.0257882;-0.242757;9.92814;9.96794;0.0499134;0.00888601;0.000910478;0.7134;98.1954;2482;2487;5000;
12060;0.0190997;-0.23468;9.53627;9.37021;0.0471294;0.00830992;9.81266e-05;4.42229;93.3458;2566;2406;5000;
12070;0.00312201;-0.23164;10;9.83445;0.0459958;0.00767422;0.00111123;0;101.51;2476;2495;5000;
12080;0.000859638;-0.236144;9.63137;9.73061;0.0462047;0.00779912;-0.000640745;3.55039;97.6417;2516;2456;5000;
12090;0.0108191;-0.226569;10;10.1595;0.0452673;0.00710846;-6.29793e-05;0;108.507;2425;2548;5000;
12100;0.0158851;-0.227011;10;10.1159;0.0487947;0.00746556;-0.000334432;0;103.464;2441;2531;5000;
12110;0.0327645;-0.229144;10;10.0401;0.0531401;0.00829604;-0.000321435;0;101.841;2466;2506;5000;
12120;0.0182711;-0.224217;10;10.1367;0.0531689;0.00831126;9.21002e-06;0;103.036;2439;2522;5000;
12130;0.0119908;-0.234603;10;9.99601;0.0528782;0.00879602;0.000649114;0;94.4577;2459;2507;5000;
12140;0.0273049;-0.22539;10;9.84933;0.053305;0.00889374;0.000600099;0;93.4745;2485;2484;5000;
12150;0.0132238;-0.2211;9.79133;9.62919;0.0527553;0.00902723;0.000118232;2.04314;90.0938;2530;2440;5000;
12160;0.0200147;-0.224473;9.72408;9.9188;0.057816;0.00908025;-0.000192046;2.68303;98.816;2501;2467;5000;
12170;0.0147745;-0.223358;10;9.79471;0.0590083;0.00939023;0.000554519;0;101.576;2483;2481;5000;
12180;0.00273575;-0.233508;10;9.96865;0.0565268;0.00987575;0.00177108;0;106.347;2426;2544;5000;
12190;0.00648976;-0.227757;10;9.96052;0.0599269;0.0102262;-0.00101731;0;101.617;2449;2523;5000;
12200;-0.0217679;-0.229047;9.94847;10.1332;0.0565919;0.0108825;-0.00135065;0.512605;102.082;2454;2510;5000;
12210;-0.0119281;-0.227237;10;9.79199;0.0577759;0.0113021;0.000839533;0;106.197;2469;2495;5000;
12220;-0.0127386;-0.222721;10;10.1724;0.0652975;0.0108486;0.00112189;0;108.35;2432;2537;5000;
12230;-0.0154568;-0.229509;9.73705;9.98369;0.0707107;0.0108252;0.000228211;2.56037;98.6131;2486;2481;5000;
12240;-0.013506;-0.228841;9.93625;10.0161;0.0698034;0.0109486;-0.000423552;0.633387;102.168;2480;2494;5000;
12250;-0.00106399;-0.240698;10;9.97636;0.0708289;0.0121359;0.000990665;0;101.733;2425;2532;5000;
12260;0.00658643;-0.244815;10;10.1878;0.0758897;0.0129339;0.000958941;0;103.282;2401;2549;5000;
12270;0.00772542;-0.240731;9.94064;10.1577;0.0760189;0.0126941;0.00029772;0.590066;100.703;2449;2512;5000;
12280;-0.0139919;-0.231311;10;9.94451;0.0744717;0.0120646;0.000668065;0;100.433;2460;2509;5000;
12290;0.028509;-0.232147;9.89529;9.76162;0.0756506;0.012082;0.000853111;1.03616;96.0099;2519;2457;5000;
12300;0.0263374;-0.229937;9.88827;9.93585;0.072794;0.0125035;0.00119167;1.10483;95.5853;2480;2478;5000;
12310;0.0553294;-0.223487;10;9.91294;0.084644;0.0113298;0.000974571;0;101.377;2464;2505;5000;
12320;0.0832711;-0.212825;10;10.1599;0.0866438;0.0108627;-0.000221771;0;109.451;2417;2541;5000;
12330;0.0628295;-0.213523;9.60094;9.68903;0.0848072;0.0112159;0.00106507;3.83136;97.2028;2519;2454;5000;
12340;0.0572361;-0.208026;10;10.1728;0.0873283;0.0101493;0.000437266;0;101.738;2443;2532;5000;
12350;0.0382952;-0.211187;9.43221;9.68478;0.0798771;0.0105102;0.000237583;5.35549;92.3104;2530;2442;5000;
12360;0.057242;-0.225809;10;9.90469;0.0819602;0.01136;-7.83876e-07;0;99.7526;2474;2494;5000;
12370;0.0602509;-0.219537;9.87986;9.81622;0.0805602;0.0107315;0.000165196;1.18701;99.1272;2508;2467;5000;
12380;0.0612625;-0.219633;10;9.95712;0.0839163;0.0108757;0.000179553;0;102.961;2422;2554;5000;
12390;0.0625647;-0.211171;9.96443;10.2065;0.0849379;0.0100952;0.00112964;0.354466;100.322;2454;2521;5000;
12400;0.0438729;-0.204714;9.56267;9.6351;0.0857507;0.010748;0.0016848;4.18203;97.8168;2531;2449;5000;
12410;0.0361898;-0.194647;10;10.2127;0.0801997;0.0110762;0.00092723;0;104.891;2427;2545;5000;
12420;0.0478905;-0.190962;9.93241;10.0523;0.0787546;0.0104732;-0.00035018;0.671375;103.539;2471;2498;5000;
12430;0.0468082;-0.19058;10;9.96808;0.0789944;0.0101025;0.00187637;0;101.356;2480;2498;5000;
12440;0.0429699;-0.191104;10;10.1468;0.0819527;0.0106087;0.00103484;0;112.637;2418;2557;5000;
12450;0.0576151;-0.19726;9.68163;10.3301;0.085314;0.00992317;0.000734289;3.08237;107.497;2450;2524;5000;
12460;0.0700887;-0.192919;9.77147;9.90252;0.0884549;0.010236;-0.000643027;2.23304;97.2285;2500;2480;5000;
12470;0.0749383;-0.19453;10;10.1286;0.0841918;0.0101827;0.00101568;0;105.209;2445;2520;5000;
12480;0.0908862;-0.199515;10;9.86285;0.0848545;0.0106025;9.4337e-06;0;102.058;2453;2517;5000;
12490;0.0815599;-0.204431;10;10.2412;0.0808511;0.0111343;-0.000738706;0;102.997;2420;2548;5000;
12500;0.0873564;-0.202354;10;9.81875;0.0824483;0.0109752;0.000324267;0;101.464;2473;2492;5000;
12510;0.103001;-0.204794;10;10.1079;0.0876157;0.0107057;0.000513129;0;105.384;2447;2529;5000;
12520;0.10845;-0.196743;9.93164;9.82889;0.0873072;0.0104131;0.00115909;0.678882;96.1506;2501;2470;5000;
12530;0.0965214;-0.192791;10;10.0922;0.0901784;0.0106493;0.0002401;0;98.1872;2464;2517;5000;
12540;0.0780594;-0.193112;9.98379;9.73144;0.0878904;0.0116918;0.00103053;0.161812;98.6641;2515;2464;5000;
12550;0.0653012;-0.196395;10;9.57215;0.0850641;0.0110212;0.000500666;0;96.9776;2514;2461;5000;
12560;0.0640257;-0.195405;10;10.0637;0.0898753;0.0114735;-2.19416e-05;0;104.018;2449;2527;5000;
12570;0.0760938;-0.189014;9.81825;9.9352;0.0876012;0.0110506;8.01078e-05;1.78443;101.899;2494;2485;5000;
12580;0.0791485;-0.182018;9.98785;9.74318;0.0867391;0.0113786;2.51302e-05;0.121359;100.487;2498;2466;5000;
12590;0.0800347;-0.177391;9.90461;9.98792;0.0826782;0.0119117;0.000920891;0.944796;98.1077;2493;2492;5000;
12600;0.0864848;-0.167657;9.77726;10.0696;0.0842943;0.0106782;0.000621598;2.17782;106.304;2479;2502;5000;
12610;0.0819532;-0.171744;10;10.1083;0.0872891;0.0115939;-0.000115751;0;101.793;2456;2521;5000;
12620;0.0815636;-0.168127;9.85976;10.3494;0.0825233;0.0116287;0.0011316;1.38275;104.646;2446;2531;5000;
12630;0.0857582;-0.176796;10;10.3027;0.09123;0.0111744;-0.000310843;0;102.531;2430;2553;5000;
12640;0.099546;-0.179064;9.91787;10.3725;0.0897378;0.0110671;-0.000113565;0.81453;104.446;2445;2536;5000;
12650;0.0955636;-0.17927;9.82193;9.53341;0.0856854;0.0113499;0.0003293;1.74895;97.2912;2544;2427;5000;
12660;0.0812498;-0.172123;10;9.79377;0.0872829;0.0107985;0.000672386;0;102.253;2459;2517;5000;
12670;0.0728433;-0.153152;9.70916;9.58635;0.0859483;0.01066;-3.95237e-05;2.82378;96.6562;2537;2437;5000;
12680;0.0675996;-0.148375;9.9679;9.90431;0.0909354;0.0100431;0.0014383;0.319997;98.7947;2500;2484;5000;
12690;0.0786629;-0.132668;9.9921;10.243;0.0878906;0.00815398;0.000431484;0.0789577;103.303;2462;2529;5000;
12700;0.0703427;-0.138795;9.84956;9.97979;0.085757;0.00817674;5.02022e-05;1.48172;102.465;2493;2488;5000;
12710;0.0960128;-0.147761;10;9.85312;0.0890597;0.0086432;-0.000116392;0;98.8669;2498;2482;5000;
12720;0.0922524;-0.149272;10;10.4431;0.0909867;0.00909725;0.000628408;0;106.674;2423;2569;5000;
12730;0.0893443;-0.149643;10;9.81768;0.0958536;0.00937383;0.000826176;0;102.147;2500;2477;5000;
12740;0.0987198;-0.150585;9.87766;10.0852;0.0957697;0.0107018;0.000975865;1.2084;100.114;2481;2503;5000;
