generation;mean_p;mean_t;meanfrs;meanmrs;varp;vart;covpt;varfrs;varmrs;surviving_males;surviving_females;N;
0;-3.81521e-06;-0.00049569;10;9.95619;1.0794e-05;2.40694e-05;-4.86797e-08;0;110.353;2500;2500;5000;
10;-0.000753477;-0.00519083;10;9.8184;0.000140693;0.000249113;4.47408e-06;0;105.218;2513;2487;5000;
20;0.00114566;-0.00976658;9.85439;10.0366;0.000284695;0.00046357;-2.9093e-06;1.43492;100.975;2496;2504;5000;
30;0.00325882;-0.0133945;10;9.72781;0.000455681;0.000599929;1.42848e-05;0;94.6399;2534;2466;5000;
40;0.00179209;-0.0183573;10;10.2462;0.000612022;0.000880387;-1.03272e-06;0;104.58;2461;2539;5000;
50;0.00164157;-0.0212136;9.90544;10.13;0.000670409;0.00104545;2.01527e-05;0.936684;102.258;2486;2514;5000;
60;0.00188587;-0.0255661;10;9.79401;0.00067341;0.0012677;1.5919e-05;0;102.756;2480;2520;5000;
70;0.00313022;-0.0295766;9.98808;10.1248;0.000731241;0.00136367;7.71909e-06;0.119047;100.226;2483;2514;5000;
80;0.0035391;-0.0310553;10;9.8334;0.000771561;0.00142903;5.16572e-06;0;99.2979;2519;2479;5000;
90;0.00256401;-0.0314296;10;9.90064;0.000854458;0.0013818;1.24152e-05;0;98.8375;2508;2491;5000;
100;0.00255502;-0.041243;9.94413;9.93585;0.000979942;0.00197652;4.23003e-06;0.555538;100.958;2507;2492;5000;
110;0.00355612;-0.0476746;9.91952;9.72962;0.00105734;0.00222;-1.12239e-05;0.798351;96.9448;2533;2465;5000;
120;0.00222755;-0.045768;9.86593;10.0325;0.0010368;0.00223894;-2.80398e-05;1.32272;99.2684;2495;2502;5000;
130;0.00292895;-0.0515998;10;9.85776;0.0010791;0.0022759;1.26665e-05;0;96.3844;2505;2495;5000;
140;0.00792811;-0.0564229;10;9.71296;0.00121338;0.00264337;-3.75335e-05;0;99.1418;2490;2504;5000;
150;0.00912603;-0.0562008;10;9.67438;0.00137222;0.00262218;4.68449e-05;0;97.5401;2530;2466;5000;
160;0.00715299;-0.0591667;9.87876;10.2251;0.00130714;0.00287964;1.1162e-07;1.19766;101.423;2471;2526;5000;
170;0.00711403;-0.0594893;9.81897;9.9146;0.00143996;0.00301597;-2.58126e-05;1.77754;93.8113;2501;2495;5000;
180;0.00630616;-0.0653968;9.93457;10.6911;0.00159051;0.00311318;3.80337e-05;0.650068;107.516;2419;2581;5000;
190;0.00547425;-0.0686641;9.77927;9.86196;0.00176026;0.00337816;8.62634e-05;2.15861;99.8591;2514;2481;5000;
200;0.0061139;-0.0721326;9.9722;10.1007;0.00186481;0.00366593;-3.72975e-05;0.277226;102.125;2486;2511;5000;
210;0.00466485;-0.076829;10;10.1839;0.00208714;0.00382177;2.57883e-05;0;103.285;2448;2547;5000;
220;0.00704674;-0.0820683;9.98788;9.79794;0.00225146;0.00398918;-5.24708e-06;0.121016;94.6898;2522;2473;5000;
230;0.00997185;-0.095171;10;9.92067;0.00221032;0.00409189;1.5027e-05;0;96.7807;2488;2501;5000;
240;0.0136037;-0.100844;10;9.70079;0.0022497;0.00410848;2.08219e-05;0;95.501;2531;2464;5000;
250;0.0175744;-0.10475;9.82365;9.65269;0.00258483;0.00439966;-1.40161e-05;1.73243;92.055;2539;2451;5000;
260;0.0166256;-0.109018;10;9.84712;0.00289477;0.00481924;-2.61174e-05;0;100.917;2476;2512;5000;
270;0.0183262;-0.109996;9.89562;9.74492;0.00324527;0.00438383;-8.96874e-05;1.03286;103.642;2524;2465;5000;
280;0.0176598;-0.111867;10;9.94488;0.00327029;0.00424803;4.82424e-05;0;108.343;2468;2526;5000;
290;0.0234043;-0.11473;10;10.0559;0.00334718;0.00434925;-5.86872e-05;0;100.156;2467;2520;5000;
300;0.0265394;-0.116602;10;9.98417;0.00321895;0.00484315;2.3762e-05;0;99.8019;2468;2523;5000;
310;0.0280059;-0.121156;9.72608;9.63321;0.00359582;0.00512037;-1.90292e-05;2.66415;92.9328;2541;2450;5000;
320;0.0277507;-0.125874;10;9.74783;0.00349371;0.0054176;9.13325e-05;0;93.0018;2518;2474;5000;
330;0.0316538;-0.128204;9.77111;9.85807;0.00341628;0.00519011;-1.61585e-05;2.23648;93.4511;2517;2476;5000;
340;0.0357124;-0.131879;9.84468;9.8634;0.00360151;0.00529461;-6.98578e-06;1.52904;99.459;2507;2472;5000;
350;0.0340345;-0.13784;9.85152;9.66507;0.00382991;0.00592978;3.86448e-05;1.46271;96.6183;2532;2455;5000;
360;0.0379176;-0.134162;10;10.1124;0.003835;0.00546459;9.01012e-05;0;100.469;2467;2520;5000;
370;0.0421869;-0.131674;10;10.0278;0.00362719;0.00545458;9.48707e-05;0;100.397;2466;2524;5000;
380;0.0378636;-0.131903;10;10.0479;0.00388714;0.00542968;8.74123e-05;0;96.0456;2467;2517;5000;
390;0.0388205;-0.132994;9.80769;9.67652;0.00389604;0.00528992;-0.000139884;1.88609;94.8235;2544;2448;5000;
400;0.0387591;-0.134658;9.83287;9.83514;0.00411077;0.00602685;3.95856e-05;1.64338;100.134;2512;2471;5000;
410;0.0396984;-0.133079;10;9.94835;0.00416237;0.00582388;-4.32497e-05;0;106.751;2485;2504;5000;
420;0.0364845;-0.132766;10;10.0514;0.00439232;0.00557173;-4.84808e-05;0;107.589;2446;2542;5000;
430;0.0381611;-0.131634;9.83554;9.64101;0.00428305;0.0058041;6.9274e-06;1.61756;98.475;2541;2452;5000;
440;0.0373452;-0.13157;10;9.62095;0.00440859;0.0060861;8.82226e-05;0;99.4655;2523;2462;5000;
450;0.0431841;-0.130494;10;9.76935;0.00469642;0.00613944;1.69218e-05;0;104.99;2490;2499;5000;
460;0.0381622;-0.136078;10;9.79703;0.00446578;0.00570598;-0.000100034;0;100.193;2473;2510;5000;
470;0.0356061;-0.132999;9.97987;9.85294;0.00433282;0.00520455;6.51538e-06;0.200883;99.0642;2505;2479;5000;
480;0.0401613;-0.135998;10;10.1471;0.00515083;0.00554902;-7.21022e-05;0;105.821;2438;2553;5000;
490;0.0391544;-0.133202;10;9.84246;0.00503913;0.00508368;-3.39097e-05;0;93.8704;2491;2499;5000;
500;0.0406446;-0.128987;9.70963;9.57763;0.00449715;0.00487132;8.89388e-05;2.81942;92.6213;2543;2441;5000;
510;0.0381648;-0.13603;10;9.92829;0.00524323;0.00519414;-3.84669e-05;0;99.9152;2495;2492;5000;
520;0.0416584;-0.138664;9.99597;9.86095;0.00530647;0.0052312;-2.47286e-05;0.0402576;104.271;2502;2482;5000;
530;0.0487253;-0.143556;10;10.491;0.00552708;0.0062809;0.000240675;0;108.761;2424;2564;5000;
540;0.0371968;-0.146223;9.96809;10.0241;0.00531787;0.00606978;2.13636e-05;0.318088;102.767;2490;2499;5000;
550;0.0349141;-0.147766;10;10.3041;0.00526793;0.00621318;8.30009e-05;0;101.327;2446;2541;5000;
560;0.0390452;-0.15093;9.39584;9.22889;0.0057261;0.00685101;6.73823e-05;5.67658;94.3462;2593;2395;5000;
570;0.0412118;-0.151854;10;10.1176;0.0059385;0.00714273;0.00010374;0;98.496;2406;2580;5000;
580;0.0398967;-0.15544;9.94375;9.85663;0.00610264;0.00685477;0.000158148;0.559311;96.5943;2509;2475;5000;
590;0.040508;-0.158309;10;10.0879;0.00680401;0.00690987;6.02777e-05;0;100.152;2459;2524;5000;
600;0.034374;-0.155832;10;10.1113;0.00641137;0.00669006;0.00010879;0;104.64;2442;2543;5000;
610;0.0271331;-0.159489;9.74951;9.97546;0.00669992;0.0070285;-7.95303e-05;2.44215;100.531;2491;2491;5000;
620;0.0257554;-0.169426;10;10.1657;0.00725703;0.00739388;-0.000123798;0;106.366;2406;2576;5000;
630;0.0210653;-0.165771;10;10.0641;0.007817;0.00759221;-7.02983e-05;0;105.28;2470;2514;5000;
640;0.0235034;-0.163719;10;9.51812;0.00800472;0.00725421;0.000270067;0;95.0261;2515;2469;5000;
650;0.015697;-0.162577;10;10.0275;0.0087642;0.00683195;-9.79112e-05;0;107.26;2432;2555;5000;
660;0.00854327;-0.163674;10;9.99203;0.00824027;0.00761376;0.000138013;0;100.279;2471;2507;5000;
670;0.00906584;-0.165518;10;10.0316;0.00914967;0.00767435;-6.10215e-05;0;108.48;2439;2543;5000;
680;0.00782515;-0.16645;10;9.88583;0.00968793;0.00796541;0.00030132;0;99.3177;2474;2511;5000;
690;0.00351858;-0.170366;10;10.104;0.0101297;0.00797064;-9.36355e-05;0;100.229;2455;2526;5000;
700;-0.00631727;-0.175601;9.99596;9.79802;0.00974996;0.0086908;-0.000255884;0.0403877;94.4939;2496;2474;5000;
710;-1.7255e-06;-0.174491;9.75639;9.61939;0.00991962;0.00939181;-0.000199742;2.37676;98.8535;2536;2443;5000;
720;0.000886052;-0.16834;10;9.98803;0.0103467;0.00924403;-3.11365e-05;0;100.558;2486;2504;5000;
730;0.0037181;-0.175004;9.88081;10.0081;0.00916422;0.00948417;0.000112684;1.17769;100.604;2489;2487;5000;
740;0.00824115;-0.1747;9.95584;9.88442;0.00861286;0.00932912;-1.34779e-05;0.43964;99.9866;2505;2480;5000;
750;0.00335076;-0.176614;10;10.0475;0.00887122;0.00819136;-0.000301737;0;105.503;2440;2537;5000;
760;0.00141118;-0.1837;10;9.80632;0.00750206;0.00904794;0.000115393;0;97.7095;2495;2481;5000;
770;-0.00204151;-0.187979;10;9.79369;0.00811394;0.00814774;7.59312e-05;0;107.665;2463;2516;5000;
780;0.00583764;-0.188919;9.64107;10.1162;0.00690733;0.00912242;-0.000307823;3.46051;97.2883;2472;2498;5000;
790;0.00986097;-0.185687;9.95223;10.0482;0.00647574;0.00840604;-7.87258e-06;0.475425;104.499;2482;2500;5000;
800;0.0138355;-0.18296;10;9.84133;0.0066429;0.00809898;-0.000188985;0;93.5091;2500;2481;5000;
810;0.013864;-0.187491;10;10.1126;0.00715325;0.00775681;-0.000128628;0;99.3437;2464;2514;5000;
820;0.0137711;-0.183286;10;9.74016;0.00725288;0.00736031;-2.91193e-05;0;95.7593;2498;2474;5000;
830;0.0165947;-0.18808;9.86661;9.64371;0.00720903;0.00870298;-0.000109512;1.31608;96.1518;2531;2441;5000;
840;0.0150965;-0.190499;10;10.3097;0.00725917;0.00833549;-0.000147998;0;106.059;2410;2563;5000;
850;0.0087189;-0.193004;9.75475;9.83414;0.00798081;0.00848373;0.000101752;2.39238;96.3722;2507;2466;5000;
860;0.0127522;-0.200187;10;9.65812;0.00791113;0.0091248;-3.69196e-05;0;101.593;2487;2486;5000;
870;0.0107767;-0.199454;9.92415;9.96393;0.00754799;0.00898489;-2.92412e-05;0.75273;102.644;2488;2486;5000;
880;0.00990872;-0.201084;9.71948;9.74484;0.00764818;0.00831962;-0.000116186;2.72652;97.1807;2520;2460;5000;
890;0.0145668;-0.198307;10;9.86693;0.00724593;0.00784953;-2.48556e-05;0;98.6907;2447;2521;5000;
900;0.00830811;-0.196801;9.91529;9.7501;0.00698713;0.00765908;-3.71377e-05;0.83994;94.0669;2517;2458;5000;
910;0.0147756;-0.199861;9.93262;10.1171;0.00694658;0.00760858;0.000204601;0.669261;103.297;2466;2506;5000;
920;0.0100458;-0.206342;10;10.1655;0.00708699;0.00739089;1.59665e-05;0;103.638;2403;2579;5000;
930;0.00860736;-0.20598;10;9.98405;0.0067179;0.00817814;-0.000318413;0;102.631;2475;2504;5000;
940;0.00694879;-0.209934;9.82704;10.1018;0.006649;0.00787424;0.000206705;1.69965;101.252;2475;2500;5000;
950;0.00664117;-0.208495;10;9.85938;0.00696279;0.00813907;-0.000159999;0;101.621;2443;2524;5000;
960;0.0025465;-0.20884;9.99199;9.97602;0.0074214;0.00821168;-1.83166e-05;0.0799999;97.7612;2480;2496;5000;
970;-0.00179314;-0.206116;9.89104;9.71848;0.00758303;0.00778206;-9.23204e-05;1.07772;95.5195;2521;2451;5000;
980;0.010652;-0.208191;9.65968;9.6482;0.00721695;0.00750523;5.51999e-05;3.28742;98.5823;2539;2441;5000;
990;0.0138479;-0.204776;10;9.75899;0.00700516;0.00689949;5.3165e-05;0;97.0182;2505;2470;5000;
1000;0.0176243;-0.197011;9.98018;10.1655;0.00743398;0.00720955;3.8123e-05;0.197784;107.562;2461;2518;5000;
1010;0.0163901;-0.198309;9.9521;9.99198;0.00807469;0.00706468;0.000120078;0.476747;99.7194;2495;2493;5000;
1020;0.0160267;-0.193763;9.63903;9.57644;0.00781696;0.00753905;7.43741e-05;3.47938;96.4321;2546;2430;5000;
1030;0.0113833;-0.206312;10;10.0951;0.00801822;0.00922526;0.000218469;0;103.281;2435;2547;5000;
1040;0.0147182;-0.203951;10;10.1158;0.00852789;0.00805994;-9.6828e-05;0;101.583;2440;2534;5000;
1050;0.00394588;-0.212038;10;9.90173;0.00830925;0.00821281;0.000297466;0;103.882;2461;2519;5000;
1060;0.00229103;-0.219998;10;9.6423;0.00804742;0.00864366;-0.00022127;0;99.25;2496;2480;5000;
1070;-0.000947676;-0.214101;9.8117;9.6845;0.00856233;0.00875727;0.000164501;1.84756;93.7104;2521;2449;5000;
1080;0.00529351;-0.220777;10;10.5211;0.0094452;0.00927579;-8.94369e-05;0;104.981;2408;2564;5000;
1090;-0.00161603;-0.231391;9.68885;9.75213;0.00909994;0.00900914;-0.000291964;3.01465;98.3132;2510;2460;5000;
1100;-0.000770038;-0.235351;10;10.149;0.00914993;0.00902025;0.000133293;0;101.145;2450;2521;5000;
1110;-0.00163341;-0.230306;10;9.81597;0.00834403;0.00924067;0.000114159;0;96.9513;2468;2507;5000;
1120;-0.00311526;-0.231335;9.97168;9.75079;0.00837544;0.00993496;-7.69739e-05;0.28237;98.949;2505;2465;5000;
1130;0.00151134;-0.240967;9.70634;9.95912;0.00883198;0.0103682;0.000359437;2.85034;99.426;2499;2479;5000;
1140;-0.000402206;-0.236986;10;10.2252;0.0089095;0.0103114;-0.00011759;0;107.227;2424;2543;5000;
1150;0.00127025;-0.235869;10;10.3035;0.00876433;0.010762;0.000267902;0;105.897;2426;2546;5000;
1160;0.0052881;-0.239821;9.98803;10.0361;0.00965643;0.0102037;2.63941e-05;0.119569;100.199;2467;2503;5000;
1170;0.00456346;-0.236275;9.8752;9.70191;0.00981673;0.0106088;-0.000218815;1.23241;101.143;2531;2453;5000;
1180;-0.00826339;-0.235099;9.96849;10.2844;0.0102576;0.0110507;7.70261e-05;0.314092;99.2283;2425;2531;5000;
1190;-0.013352;-0.236533;10;10;0.0101304;0.0114985;0.000463521;0;101.28;2463;2500;5000;
1200;-0.0207973;-0.230314;10;9.87786;0.0102141;0.0118863;-0.000295537;0;103.649;2456;2507;5000;
1210;-0.0336703;-0.237834;10;10.1611;0.010501;0.0122805;-3.11451e-05;0;105.25;2432;2523;5000;
1220;-0.0412388;-0.243735;10;10.1564;0.0112403;0.0120731;0.000450612;0;100.296;2438;2532;5000;
1230;-0.034475;-0.243098;9.89964;9.82862;0.0115899;0.0116295;-0.00030665;0.993541;95.1878;2492;2466;5000;
1240;-0.0290341;-0.249715;10;9.69828;0.0110157;0.0111771;-8.72781e-05;0;96.0297;2493;2475;5000;
1250;-0.028331;-0.250975;10;10;0.0117662;0.00967618;-7.93908e-05;0;100.2;2455;2503;5000;
1260;-0.0243391;-0.251739;9.91207;9.92794;0.0120609;0.0101533;8.97072e-05;0.871565;100.795;2494;2480;5000;
1270;-0.0272628;-0.248104;9.79381;9.91525;0.0112872;0.0104487;-5.95738e-05;2.01934;99.4682;2491;2470;5000;
1280;-0.0295802;-0.24505;9.92826;10;0.0121315;0.00966647;0.000514628;0.71227;104.938;2468;2491;5000;
1290;-0.0338866;-0.239653;10;10.2387;0.011792;0.0101269;-4.37368e-05;0;110.097;2440;2531;5000;
1300;-0.0335322;-0.237009;9.87112;9.73381;0.0124407;0.010605;-3.87573e-08;1.27215;92.3805;2518;2451;5000;
1310;-0.0344683;-0.23965;9.78918;9.82301;0.0119117;0.0104173;0.000101772;2.06375;100.934;2508;2461;5000;
1320;-0.0428938;-0.242049;10;10.099;0.0116198;0.0100768;-0.000301888;0;104.546;2410;2549;5000;
1330;-0.0313789;-0.249364;9.98404;10.0321;0.0105488;0.010345;0.000129415;0.159362;103.527;2453;2502;5000;
1340;-0.028314;-0.252622;9.88519;10.093;0.0104438;0.0104494;5.64839e-05;1.13488;99.4659;2468;2497;5000;
1350;-0.0212087;-0.252216;9.83333;9.99194;0.0111477;0.00972212;-0.000174609;1.63889;95.2419;2472;2478;5000;
1360;-0.0256979;-0.245104;9.82633;9.60777;0.0113018;0.0112159;-0.000271154;1.70651;98.2217;2540;2433;5000;
1370;-0.0169636;-0.247835;10;10.1518;0.0111094;0.011159;-3.06645e-05;0;104.092;2429;2541;5000;
1380;-0.0108855;-0.251549;10;9.73964;0.010631;0.011204;0.000355874;0;103.285;2485;2469;5000;
1390;-0.00664118;-0.256862;9.96837;10.2023;0.0110514;0.00964609;0.000344316;0.31533;103.399;2440;2521;5000;
1400;-0.00821339;-0.258795;10;9.99603;0.0120737;0.00981563;1.35003e-05;0;103.973;2448;2516;5000;
1410;-0.000304422;-0.256584;9.68664;9.98774;0.0105583;0.00931326;5.31089e-05;3.03538;95.0959;2482;2473;5000;
1420;-0.000137045;-0.262551;9.68404;9.82172;0.0104367;0.0100901;1.39627e-05;3.05973;99.563;2511;2452;5000;
1430;0.00440017;-0.259557;9.95605;9.97998;0.0108655;0.00968263;0.000145329;0.437541;102.402;2454;2492;5000;
1440;0.0059942;-0.250855;9.96806;10.008;0.00989613;0.00948858;6.21347e-06;0.318341;102.285;2471;2497;5000;
1450;0.00344399;-0.250215;10;9.94479;0.0105817;0.00909349;0.000115548;0;103.23;2440;2522;5000;
1460;0.017668;-0.257846;9.75362;10.0409;0.00999559;0.00904969;-3.50611e-05;2.40312;100.203;2476;2494;5000;
1470;0.0153239;-0.261007;10;10.0354;0.00987584;0.00941155;-0.000351987;0;110.66;2411;2551;5000;
1480;0.0104008;-0.266965;9.99595;9.76671;0.00987266;0.0089583;8.61949e-05;0.0404531;98.9175;2484;2470;5000;
1490;0.00219059;-0.266755;10;10.032;0.0101759;0.00886693;-1.43031e-05;0;102.559;2453;2508;5000;
1500;-0.00277071;-0.264572;9.73872;9.81811;0.0105924;0.00840508;-9.22001e-05;2.54456;94.3485;2507;2460;5000;
1510;-0.0125939;-0.259625;10;9.93703;0.0106844;0.00793349;-0.0003535;0;108.851;2443;2525;5000;
1520;-0.00909321;-0.266417;9.9168;10.109;0.0106679;0.0080656;3.96677e-05;0.82509;103.098;2461;2503;5000;
1530;-0.0143435;-0.25469;9.86758;9.78868;0.0104537;0.00848539;0.000145691;1.3067;99.437;2510;2459;5000;
1540;-0.0178419;-0.255397;10;9.83024;0.0116013;0.00827021;0.000147418;0;101.313;2460;2490;5000;
1550;-0.0258542;-0.253148;9.84437;9.89174;0.0115968;0.00754236;7.92511e-05;1.53205;97.382;2494;2467;5000;
1560;-0.0303475;-0.252933;10;9.56233;0.0129566;0.00718852;-0.000193337;0;95.3145;2521;2447;5000;
1570;-0.0431223;-0.261143;10;10.2364;0.0119898;0.00689496;-7.40066e-05;0;109.6;2405;2555;5000;
1580;-0.0441871;-0.275486;10;9.98812;0.0122034;0.00743187;0.000178546;0;104.553;2432;2523;5000;
1590;-0.0454374;-0.273871;10;10.0798;0.0114111;0.00783498;0.000144801;0;103.745;2439;2526;5000;
1600;-0.0465668;-0.273878;9.69072;9.74173;0.0118201;0.0083071;2.29934e-06;2.99713;97.4313;2504;2444;5000;
1610;-0.056691;-0.277758;9.84665;9.67486;0.0127899;0.00733697;0.000135355;1.50998;99.4978;2516;2440;5000;
1620;-0.0449879;-0.279872;10;10.0079;0.0121521;0.00703248;-6.62075e-05;0;100.397;2441;2522;5000;
1630;-0.0522445;-0.280772;10;9.81947;0.013235;0.00685105;8.28596e-05;0;102.95;2459;2502;5000;
1640;-0.0585103;-0.277317;9.80792;9.7521;0.0132265;0.00598944;0.000150259;1.88387;97.2596;2509;2451;5000;
1650;-0.0508346;-0.278272;9.95192;9.92013;0.0130202;0.0060854;0.000243626;0.478458;98.7955;2478;2484;5000;
1660;-0.0431787;-0.286616;9.76726;10.0203;0.0133091;0.00615421;-0.00028811;2.27325;103.245;2472;2476;5000;
1670;-0.0432796;-0.290579;10;9.52548;0.0133218;0.00733929;-0.000142966;0;91.2567;2508;2449;5000;
1680;-0.0360056;-0.29878;10;9.82643;0.0140137;0.00796649;0.000212782;0;105.611;2457;2491;5000;
1690;-0.0452484;-0.303988;9.96484;10.4549;0.0137781;0.00910648;-0.000164053;0.350327;108.85;2403;2551;5000;
1700;-0.037911;-0.303661;9.97616;10.1128;0.013615;0.00939987;2.68918e-05;0.237811;100.994;2439;2511;5000;
1710;-0.0333068;-0.297169;10;10.0118;0.0129049;0.0105938;-2.39889e-05;0;107.871;2413;2544;5000;
1720;-0.0384607;-0.302206;9.94449;10.1211;0.0128197;0.0113559;5.17537e-05;0.552033;96.2727;2437;2508;5000;
1730;-0.0426615;-0.30521;9.88175;10.1786;0.0124334;0.0111318;7.93643e-05;1.16852;100.415;2449;2507;5000;
1740;-0.0404167;-0.307131;9.75426;9.88696;0.0131639;0.0118177;0.000159646;2.397;97.6861;2489;2461;5000;
1750;-0.029846;-0.298224;9.93636;10.0483;0.0125008;0.012148;0.000225982;0.632385;99.9172;2464;2498;5000;
1760;-0.0300568;-0.299379;10;9.93243;0.0118179;0.0122687;0.000164835;0;104.646;2445;2499;5000;
1770;-0.0358733;-0.29887;9.63509;10.1031;0.0118691;0.0129947;7.92784e-05;3.51591;99.2055;2464;2482;5000;
1780;-0.0293423;-0.301116;9.996;9.97203;0.0116624;0.0132942;0.000402562;0.040032;103.115;2449;2496;5000;
1790;-0.0242292;-0.30257;10;10.02;0.011438;0.0135722;-0.000131538;0;99.3196;2445;2505;5000;
1800;-0.0188051;-0.294939;9.92348;9.78943;0.0119737;0.0129275;-0.000196381;0.759348;98.0486;2498;2464;5000;
1810;-0.00697668;-0.290976;9.69305;9.3859;0.0111273;0.0132252;-0.000246232;2.97525;95.3836;2548;2400;5000;
1820;0.00190891;-0.279642;10;10.04;0.0107877;0.0127204;-0.0002414;0;102.84;2450;2509;5000;
1830;-0.00775884;-0.276604;10;10.0715;0.0114499;0.0131277;0.000110461;0;105.4;2410;2534;5000;
1840;-0.00434479;-0.270216;10;9.90122;0.01097;0.0128962;0.000105642;0;99.9112;2456;2506;5000;
1850;0.00127039;-0.267035;10;9.5778;0.0111387;0.0137193;7.47404e-05;0;102.167;2502;2450;5000;
1860;-0.00772139;-0.262719;10;9.98417;0.0127287;0.0128241;0.000207886;0;106.846;2447;2523;5000;
1870;-0.00686687;-0.257021;10;10.1085;0.012991;0.0117704;0.000593014;0;100.752;2452;2515;5000;
1880;-0.0125415;-0.254371;9.97194;9.93214;0.0132206;0.0114847;0.000120698;0.279774;104.307;2486;2488;5000;
1890;-0.00602833;-0.258283;10;10.0598;0.0118635;0.0111684;0.000181552;0;104.384;2436;2522;5000;
1900;-0.00707996;-0.25784;9.86095;9.99597;0.0126926;0.0111446;1.15568e-05;1.37121;105.316;2469;2482;5000;
1910;-0.010751;-0.250059;10;10.1117;0.0133549;0.0103191;0.000150583;0;102.302;2427;2534;5000;
1920;-0.0157896;-0.259598;10;10.208;0.0146565;0.0104299;0.000318273;0;108.037;2410;2552;5000;
1930;-0.0165214;-0.256005;10;10.3968;0.0142799;0.0110063;0.000422097;0;113.122;2391;2568;5000;
1940;-0.0152682;-0.248993;9.9097;10.2894;0.0121397;0.0112231;8.61923e-05;0.894869;105.705;2437;2524;5000;
1950;-0.0206272;-0.239878;9.89707;10.1051;0.0141598;0.0119254;-0.000113972;1.0187;100.474;2470;2500;5000;
1960;-0.0215252;-0.244277;9.74158;10.0777;0.0133979;0.0133039;4.28275e-05;2.5174;104.123;2468;2488;5000;
1970;-0.0117543;-0.240903;9.67063;9.67339;0.0131848;0.0131473;0.000452695;3.18517;100.337;2529;2437;5000;
1980;-0.0117718;-0.24001;9.99602;10.0924;0.012975;0.0145608;-0.000416031;0.0397931;100.434;2458;2511;5000;
1990;-0.0132887;-0.232047;10;10.0597;0.0119491;0.0122006;-0.000626572;0;105.928;2445;2527;5000;
2000;-0.00688109;-0.228183;9.74734;9.86623;0.0129475;0.0122407;2.49812e-05;2.46281;100.631;2498;2469;5000;
2010;-5.82146e-05;-0.234324;10;9.86998;0.0128295;0.0125409;-0.000175354;0;107.115;2466;2505;5000;
2020;-0.00638322;-0.23644;10;10.048;0.0139828;0.0117997;-6.10339e-05;0;101.877;2449;2513;5000;
2030;-0.0102691;-0.239974;10;9.90169;0.014686;0.0119218;0.000162931;0;106.911;2447;2518;5000;
2040;-0.00312485;-0.234926;9.74863;9.9674;0.0145844;0.0117123;0.000235391;2.45056;98.2059;2488;2482;5000;
2050;-0.0047317;-0.231151;9.8382;10.0811;0.0141876;0.0116558;-0.00025258;1.59182;100.237;2470;2493;5000;
2060;-0.0203044;-0.249097;10;9.85893;0.0130306;0.0125018;-0.000171719;0;103.977;2443;2516;5000;
2070;-0.0243864;-0.242376;10;9.96129;0.0138318;0.0114462;-8.9997e-05;0;106.851;2401;2573;5000;
2080;-0.0283144;-0.24407;9.96384;9.87654;0.0131203;0.0112527;0.000100366;0.360284;98.3121;2490;2480;5000;
2090;-0.0272742;-0.248018;10;10.3003;0.0129092;0.0117132;0.000228621;0;103.644;2424;2538;5000;
2100;-0.0322761;-0.250647;9.86863;9.96383;0.0126042;0.0114057;1.51922e-05;1.29644;96.1;2486;2479;5000;
2110;-0.0325803;-0.256471;9.6083;9.79158;0.0137926;0.012546;-0.000115139;3.76353;96.1151;2499;2453;5000;
2120;-0.0297831;-0.263472;10;9.99202;0.0133105;0.0116731;-0.000272915;0;103.313;2460;2503;5000;
2130;-0.0349538;-0.273235;9.91765;10.3224;0.0137782;0.0124647;4.04074e-05;0.816747;106.876;2444;2529;5000;
2140;-0.0244548;-0.277109;10;9.71361;0.0137009;0.01379;-0.000231022;0;102.193;2499;2476;5000;
2150;-0.0252321;-0.283984;10;10.044;0.013366;0.0132044;-0.000153226;0;103.478;2450;2511;5000;
2160;-0.0260462;-0.293541;10;9.79191;0.0132757;0.0141902;0.000279811;0;101.056;2460;2494;5000;
2170;-0.0249972;-0.293272;9.68178;9.69429;0.0124199;0.0142722;6.53722e-05;3.08092;97.4126;2509;2434;5000;
2180;-0.0322633;-0.281733;10;9.60547;0.0124548;0.0148284;7.59045e-05;0;96.9928;2507;2459;5000;
2190;-0.0346471;-0.273589;10;9.87471;0.0122516;0.0140536;0.000271942;0;103.273;2429;2522;5000;
2200;-0.0341231;-0.2631;9.88381;9.85224;0.0123212;0.0137478;9.82451e-05;1.14836;99.2993;2489;2467;5000;
2210;-0.0303162;-0.254651;10;9.67059;0.0122454;0.0139627;0.000232063;0;99.1072;2490;2466;5000;
2220;-0.0268953;-0.241308;10;9.97649;0.0117926;0.0131969;0.000450274;0;105.329;2412;2546;5000;
2230;-0.0305716;-0.247016;9.96473;10.3881;0.0126425;0.0126544;0.000242836;0.351421;105.691;2417;2543;5000;
2240;-0.0402594;-0.257064;9.93181;9.87635;0.0126892;0.0136973;0.000363055;0.677259;98.2296;2485;2476;5000;
2250;-0.0363712;-0.261055;9.80376;9.75629;0.011892;0.0144547;-9.82196e-05;1.92385;97.144;2510;2448;5000;
2260;-0.0437925;-0.270452;9.9399;9.90815;0.0106982;0.0155666;5.47201e-05;0.59735;98.5938;2484;2481;5000;
2270;-0.0377838;-0.267537;10;10.3038;0.0109831;0.0150736;0.000431046;0;105.497;2405;2544;5000;
2280;-0.0415136;-0.259147;10;9.79576;0.011568;0.0147182;1.87726e-05;0;99.7226;2460;2494;5000;
